BoxGUID;ArticleGUID;Position;Description;GTIN;Quantity;Unit;ExpiryDate
AA67A06F-04BD-41ED-868F-043232642293;C4B85EFB-F0B4-412A-5186-7B313A6E3CB0;2.9;"Nonreturn strainer, 2"", DN50";;1;pcs;
AA67A06F-04BD-41ED-868F-043232642293;1A1636B4-9363-44B1-888A-0F7C6399C571;3;Oil, Liqui-Moly, 10W-30, 1L;;6;pcs;
AA67A06F-04BD-41ED-868F-043232642293;BB2B316E-3891-4212-73F4-0D0E15EDAEE2;4;Documentmap with operating manual;;1;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;DD088638-C2DF-481F-9DF4-A10A79499A96;1;Pallet Container, plastik, 120x80x90cm;;1;boxes;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;57DB1770-6F1D-48ED-5E83-74B94594BB6F;2;Lid for pallet container, plastic, 120x80cm;;1;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;14E5EA5F-0B81-47F3-54FD-AFB613B0B1A9;3;Drain hose, PVC, spiral, DN25, 50m;;1;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;80573E7C-43FA-408D-9B68-A183A358AF3F;4;Drinking water hose, blue, 13mm x 50m;;2;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;93B4B614-7485-4ED3-89E7-551CAC693DFD;5;Layflat hose, blue, 38mm x 50m;;1;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;D36B39D0-8CFE-4CBF-55CF-EF38EE0EE5E8;6;Layflat hose, black, 52mm x 50m;;1;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;275C62C5-6C1D-4087-5F19-1138522B8268;7;"Hose, reinforced, transparent, PVC, 25m, 3/4""";;1;pcs;
AB66D7A9-E018-42B0-7BF8-53ECBB405B2E;81F1D684-1FB0-4C90-96DC-334ED34A7785;8;"Raw water hose, 3/4"", Camlock connector, 6m, black";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;DC07F7B4-8F5B-43F1-840C-12ABBF1D0A47;1;Aluminium box,;;;;
B0404569-8FAE-4EC7-747A-493A24379E78;F2A242AC-F075-49B3-72B5-1A1F8E04450D;10;"Filter, Rain Bird, 1"", ILCRBY100D";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;8CA86834-D21B-4F6B-755C-30953967223F;11;Hose coupling set 4;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;B35EDC65-2D47-488E-5EC6-8E9A618B8EDD;11.1;Assortment box, 40x30x7,1cm, Auer;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;E3CD1E04-3F1F-4E58-9A43-03A68C121CEE;11.10;"Reduction nipple, 1"" MT, 3/4"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;738EF22F-4171-407C-9D85-7C78CD1BA5AB;11.2;"Double nipple, 3/4"" MT, 3/4"" MT";;12;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;923D5B7E-15BE-4BA8-9732-00A91013D8E6;11.3;"Reduction nipple, 2"" MT, 1"" FT";;3;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;46771F10-E0F8-4545-5DF3-37E66566DAE2;11.4;"Reduction nipple, 1 1/4"" MT, 1 1/2"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;70DB8E1C-F943-4C93-76D1-E04DB26CE845;11.5;"Reduction nipple, 1 1/2"" MT, 1"" MT";;11;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;FF7B5D86-D20B-4FBD-5614-551C25EA29D8;11.6;"Reduction nipple, 1"" MT, 3/4"" MT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;0024FDF9-20B4-4486-8714-E50E5799C1A9;11.7;"Reduction nipple, 1 1/2"" MT, 1"" FT";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;981CD2F5-0864-48C1-55BF-9B6F81B24071;11.8;"Reduction nipple, 3/4"" MT, 1"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;A4587886-69E6-4A60-8D47-2BB4FEAB3935;11.9;"Reduction nipple, 1"" MT, 1 1/4"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;ED1257EA-9B45-40DC-5291-C07CFAA18AB2;12;SkyHydrant GEM600;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;FA232EEF-A241-4AD1-9163-57A73C862326;2;Pumps;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;F890732E-9B8C-4F1F-9057-4749D5D29FAB;2.1;Plastic Box, 60x40x43,5cm, grey, Auer;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;6BB3BF8E-5131-4846-8A42-E9FB7EEAF9F7;2.2;Well pump, Zehnder TDP 800;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;026FB184-7670-45AF-7BDA-E2B3A1701F33;2.3;Booster Pump Grundfos Scala2;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;7C660F33-F131-4296-7793-B95C5DD35461;2.4;Submersible sewage pump  AMA Drainer N 301 SE;;2;set;
B0404569-8FAE-4EC7-747A-493A24379E78;61F2D29C-3EC8-4D4C-5C9F-C7B9337F72D6;2.5;Manual, Grundfos Scala 2;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;2FAA3C80-E318-4239-5DF5-40CEE7584BAF;2.6;Manual, Zehnder TDP 800;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;9770A5CE-1FFE-4105-833D-3DA4F0656FC7;2.7;Manual, Ama-Drainer N;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;D569B32B-1D6D-42C5-58D5-6013BEFBFDB8;3;Gardena Fitting Set;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;E6D1D690-1D96-4643-9396-05002E3DE311;3.1;Plastic Box, 40x30x23,5cm, grey, Auer;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;D421EEC1-8433-4E98-7DDF-3CAA6C68C824;3.10;Y Coupling, 3 way, Gardena;;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;29ACF8C3-00B5-4018-5C67-4D1980BF29B6;3.11;"Hose connector, 13mm, 1/2"", Gardena";;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;18762132-D411-4F84-5C8D-8172225D05AB;3.2;"Hose coupling, Gardena, 1/2"", 13mm, water stop";;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;31DBC792-3493-4EC3-9DDA-A4E21E5A2FF1;3.3;"Twin tap connector, Gardena, 1/2""";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;70105CB8-62BE-4732-56F0-3F542D9F1AB9;3.4;"4 channel water distributor, Gardena, 1/2""";;3;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;ACF6C0BE-EC99-4F63-98A6-9AA065FB74F6;3.5;"2 channel water distributor, Gardena, 1/2""";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;F63D3D86-2547-4464-8587-A9C8A9C2FB01;3.6;"Cleaning sprayer, Gardena, 1/2""";;5;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;F9D8BC3F-AAA9-42B5-9A54-314761A43CA1;3.7;"Cleaning sprayer, comfort, Gardena, 1/2""";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;B1E707E5-37B8-4EBE-809E-DA530798EFCC;3.8;"Hose connector, Gardena, 1/2""";;3;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;37688325-7548-411D-5961-D49BC166BCAE;3.9;"Hose Adapter, Gardena, AG, 1/2""";;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;FAF87BBD-73AD-49C4-9B96-4C2FBEAD52BF;4;Hose coupling set 1;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;A819BEFA-4290-49A8-9568-1E38C71B4845;4.1;Plastic box, 30x20x18,5cm, grey, Auer;;1;box;
B0404569-8FAE-4EC7-747A-493A24379E78;ECCDFBE9-D514-4380-5298-ED2F3C3A233E;4.2;Suction coupling, Storz, C52, long;;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;7F070F22-9BFD-453F-7AE9-583BE8560316;4.3;Hose clamp, 40-60mm;;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;EA1B3027-ED2E-46D9-9B0B-555BD5716A6F;4.4;"Hose connector closing valve, PVC, 3/4"" FT - 3/4"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;D2E2805F-97A6-4ACF-960A-0BD0363D1C0C;4.5;"Conector, hose, Guillemin, 1 1/2""";;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;6E88DFC0-DB15-45E1-9264-49F7DE8EAEB1;4.6;"Fixed coupling, Storz, C52, 1 1/4"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;D52925B1-B30E-4C72-5F59-608270863C99;5;Hose coupling set 2;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;404E31E5-613C-447E-9D07-BDFE7FB5E293;5.1;Assortment box, 40x30x7,1cm, Auer;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;820FE75D-7966-4102-5AF4-D6FB138D0E16;5.2;PTFE Thread sealing tape, 12mm x 12m x 0,1mm;;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;C6D9F00B-5ED3-4B13-73DC-CCCCAE225B11;5.3;"Intermediate valve, brass, 3/4"" FT - 3/4"" FT";;12;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;3DE6E808-A4CB-4921-82F7-28CA361C6C15;5.4;"Hose connector, brass, 1"" MT - 1"" MT, 100mm";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;4418747C-9024-45D7-8FF0-73CF520BBC27;5.5;"Closing screw, 3/4"", PVC";;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;F5615C93-DB8A-42D2-5F96-521518E69A1D;6;SkyHydrant accessory kit;;1;kit;
B0404569-8FAE-4EC7-747A-493A24379E78;8B7CA58F-03CE-43BC-5AF7-5D4DE5426F44;6.1;Plastic box, 40x30x28,5cm, grey, Auer;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;2ED84C03-6989-4D45-83D3-DCE639F309CD;6.10;User guide SkyHydrant;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;40A8D4B8-0E30-421B-7958-A988F57D140E;6.11;Stand for SkyHydrant, 2-part, 25x2,5x2,5cm;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;A90F983B-74D5-4EE1-5F15-5B382DE401C6;6.12;Splint pin, 50mm;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;77B9E7CE-78B9-4126-9387-CC30EB8E6627;6.13;"Closing screw, 3/4"", PVC";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;AC55A664-8779-4BAB-9496-1731B4CA9CC4;6.14;O-ring, 40mm;;3;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;B050BAFF-8344-4785-73FC-4A0C4326A434;6.15;"Camlock M /3/4"" MT";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;EB307763-E311-4961-5110-F0F3619F7B85;6.16;"Ball valve, 3/4"" FT, 105mm";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;5217729E-860D-4C14-9AC1-5A2939F93E79;6.17;"Hose connector, PVC, 3/4"" MT - 3/4"" connector, with union nut";;8;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;239030AC-F8F2-434E-9EA2-08D5680C22AA;6.2;Angle piece;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;955028FB-99CE-4BD8-81D4-CECFDC311CA9;6.3;Pre-filter 250 micron;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;AD0FE953-F87D-463F-5494-3C4705267584;6.4;Pressure reducing valve assambly;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;4069790D-FA77-4F10-7DA5-F056C537BB41;6.5;PTFE Thread sealing tape, 12mm x 12m x 0,1mm;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;306C9F77-858F-43DD-77BF-89DB2C1CEF45;6.6;Bolt, M10, 40mm;;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;9C7CBFD1-EAA8-4935-558D-DF7EE45D88BA;6.7;Bolt, M10, 30mm;;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;5161E139-21C2-4CD5-9FD2-EDC0550ED423;6.8;Bolt, M10, 15mm;;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;BD0248CE-9F38-42C3-922D-64F6CB09020A;6.9;Washer, 25x10mm;;8;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;44D1981A-C726-4A73-525A-D8D86CE67BD6;7;Camlock spare part set;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;4B3C3EE7-2ACE-490B-7104-9AF758F0949E;7.1;Plastic box, 40x30x23,5cm, grey, Auer;;1;boxes;
B0404569-8FAE-4EC7-747A-493A24379E78;F2EF5949-EB4F-42FD-9A5C-471D72F3F10A;7.10;"Camlock ball valve, 3/4 F, 3/4"" FT";;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;26F67126-3363-4B00-9D22-A4C2E9D962AA;7.11;"Camlock hose connector, 3/4"", 3/4"" M";;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;BC908E2B-AB50-4DCF-8BBB-A9ED750403E8;7.12;"Camlock hose connector, 3/4"", 3/4"" F";;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;018F0483-0C5E-4023-88DB-C1AA91EB5D4B;7.2;"Camlock connector, 3/4"" F, 3/4"" MT";;10;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;F0ED46B1-7F43-4AF7-889E-CDA38AA187BE;7.3;"Camlock dust cap, 3/4""";;5;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;4D0EC5C2-EAC9-4C67-8A94-C26A8E9DCC9F;7.4;"Camlock plug, 3/4""";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;FB160890-19DC-481D-5033-FEF72D21AC37;7.5;"Camlock connector, 3/4"", M, 3/4"" MT";;5;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;4FCAF916-913D-4049-7711-8A46D06244FB;7.6;"Closing screw, 3/4""";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;A3FC3A64-85E9-45A3-5479-6CA519E86386;7.7;"Camlock connector, 2"" M, 3/4"" FT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;ADD62991-2529-45CF-74FB-A73483B1B013;7.8;"Camlock connector, 2"", F, 2"" MT";;2;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;D27E5800-594C-4616-9401-83D177BC0227;7.9;Splint pin, 5cm;;42;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;85490A42-06FC-4CF3-98B8-46B823BB5829;8;Hose coupling set 3;;1;set;
B0404569-8FAE-4EC7-747A-493A24379E78;AE7A1B3F-E82E-4FD3-9BF8-D5FABA7AAD1B;8.1;Assortment box, 40x30x7,1cm, Auer;;1;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;1D4A915D-9B55-4EDD-754F-34CBC8A00690;8.10;Sponge rubber ball, 16mm, 20pc;;1;package;
B0404569-8FAE-4EC7-747A-493A24379E78;8E2C5659-9AB7-4158-9E46-2CEF014EB0DF;8.2;Worm drive hose clamp, 20-32mm;;3;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;171905DE-97E9-42DD-75E9-7418FB54D3F7;8.3;Worm drive hose clamp, 25-40mm;;20;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;177F31FD-1A3D-4EC3-8911-A751389BA776;8.4;Worm drive hose clamp, 16-27mm;;16;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;083AD2B6-6087-4116-5C23-49866DB55A42;8.5;Worm drive hose clamp, 40-60mm;;12;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;E7CDA208-C7E0-491B-8905-C38761D5F346;8.7;Worm drive hose clamp, 8-16mm;;4;pcs;
B0404569-8FAE-4EC7-747A-493A24379E78;D82D6876-F7D3-445C-52F1-87073CCC6B98;8.8;Sponge rubber ball, 22mm, 20pc;;1;package;
B0404569-8FAE-4EC7-747A-493A24379E78;7063D66E-79A1-47BC-744A-46B09F44E108;8.9;Sponge rubber ball, 29mm, 20pc;;1;package;
B0404569-8FAE-4EC7-747A-493A24379E78;4F2C3B64-DF41-4ADD-9A00-3F0FE454A1D3;9;"Filter, Rain Bird, 1 1/2"", ILCRBY150S";;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;7FC73AE5-21F5-410E-9F52-3AF95B2C30C2;1;Aluminiumcontainer with lid;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;925DF422-7944-4D62-8158-8BA2DB54403F;2;Desktop 1/2;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;A52C005A-69B4-4B50-8C74-39226014502A;3;Drawer 1;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;42E85BE9-95CF-4184-7E98-73947D4B1350;4;Drawer 2;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;CE802D65-632A-4977-50D3-23F19F6FF1D8;5;Drawer 3;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;12B65E16-2421-4C54-8CFA-D87ADF6384F5;6;Drawer 4;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;4F77568B-8B89-45B3-7883-9DCAB507AD85;7;Drawer 5;;1;pcs;
B1E7AEAD-6796-46CA-7625-123083E5A6CA;7EB7C80B-99A1-4882-843B-AB11BF3671E5;8;Drawer 6;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;B496245F-8730-4E14-81B3-B23A82BDD865;1;Aluminium box, 60x39x41cm;;1;box;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;7F44F756-FEF1-4EA8-86C6-D669E8117306;10;Drinking bottle, plastic, Flip Top;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;CA5DBEC8-E9EA-4C21-96D1-CD76D8912EAD;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;665394E2-6078-457C-871E-809AE6D9B714;12;Toilette paper;;1;roll;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;28D3920E-9127-4FD9-90D0-DC88A9A14642;13;Safety cap, red;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;46F21ABA-37F9-4FCB-511D-BF58F383B8CB;14;Mosquito dome, green, MilTec;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;67B73579-A6A3-4A83-7634-8B8AF5609F2C;15;Whistle;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;7FE2D277-F97B-42CB-7B51-C0F841106A6F;16;Cloth hanger;;2;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;D73CD780-0AE5-4A69-509E-0DA871AE05FA;18;Cargo pants, size S;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;55757FD0-DFB7-484F-70D4-C74B650F9F61;19;Elastic band, for pants;;1;pair;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;62980641-1AA4-43AC-9B77-C8050DA15C2E;2;First aid kit ;;1;set;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;645EA81B-EC7E-4567-9013-63770B61FBE0;2.1;Anti mosquito milk, Jaico;;2;pcs;2026-05-01 00:00:00
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;33A5EDDB-E2E9-4276-741E-5C08BB7520AA;2.2;Plaster set, activ-set, Aluderm, 10pc;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;4459CB00-3F10-47FD-7EAB-436E661D37C6;2.3;Compress, 10x10cm, DermaCare;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;DFAB57D1-ADD1-4FEF-8271-A9387D12593E;2.4;Thermometer, digital, Westmed Praxis;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;7A61A7D0-004D-44C5-8A5B-F2B4CD0D5D4D;2.5;Face mask, 3ply;;2;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;C12B87EA-AF94-4E12-7308-D3F3DDF1DE3B;2.6;Rehydration salt, O.R.S, Care Plus, 10pc;;1;pcs;2024-03-01 00:00:00
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;76E237E5-E109-4156-553B-F5C212728282;2.7;Water purification tablets, blister, Micropur Forte MF 1T;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;4EA6BB2F-6F2C-4084-722B-DEF600CB9432;2.8;Compression bandage, elastic, Urgoband, 6cm x 5m;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;350AF119-C5FC-42C3-74C5-69DA3E4A888D;20;EPa, Cold regions;;1;package;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;B699CEE6-B4A6-4DCB-729B-A1292103B237;3;Sleeping bag, lite pak 800, High Peak;001690232821;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;D9256C84-26D9-4C48-785F-6703D85120BF;4;Camp bed mattress, ;;;;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;CE1649C4-BCCE-4EC8-7929-341CD2D5BA53;5;Hand washing-paste, 250ml, Active Pearl, Greven;4260029178074;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;0253AFCB-1834-48A7-8EC5-E9D7DEEFB8B0;6;Work gloves, size 6;;1;pair;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;5150B93D-0A9F-4CD2-5916-A0221CC42503;7;Headlight, IPX 4, Black Diamond - Astro 175, 3x AAA, 1,5V incl.;;1;pcs;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;94B50457-7D9B-4836-95D3-D37D8BB9525F;8;Cuttlery, BW;;1;set;
B2E51915-B8E3-41B4-9FF6-AFCF38006B47;7E11FFCE-476B-4E02-9A3B-50D192C08F2D;9;Battery, Alkaline, AAA, 4pc;;1;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;36CD082F-825E-48C2-8927-529CA9FEAE0A;1;Wood box, 120x80x40cm;;1;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;E4D60A25-B8AA-4C20-883A-DA414C1AEDC0;2;SG 300, outer tent, accommodation 1;;1;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;538E8396-D7A5-4C84-58A4-8922428C30E9;3;Pack bag, olive;;1;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;39640C6D-8382-4F86-540E-396406EC494C;4;Guy rope, 4m x 8mm;;8;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;79F81D4B-3644-4492-72A4-230B663B2AD1;5;Smoke detector, Abus RWM 50;;1;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;175D6CB4-4BB8-4417-8ACF-B82D62FC3E88;6;Frame connector, 4 side;;6;pcs;
B5C5F79C-70AD-4CBD-5299-EF691D357749;19527EC2-6D88-4C8A-7B74-C4CC395D8515;7;Frame connector, 3 side;;6;pcs;
B6B8960B-1903-491A-84A3-129F46871979;BF0ADB3C-77C7-4AAE-894D-DF18DF42A79E;1;Wood box, 120x80x40cm;;1;mm;
B6B8960B-1903-491A-84A3-129F46871979;FB1FCE59-C331-488C-89E3-3438405DA2B8;10;Work gloves;;36;pair;
B6B8960B-1903-491A-84A3-129F46871979;6D0A6BD0-C80F-419F-915D-B9E46B568E0A;11;Flashlight / Thermometer;;1;set;
B6B8960B-1903-491A-84A3-129F46871979;08AC5DC6-B061-47F4-526D-535641A12576;12;Box, plastic, grey, 40x30x28,5cm, Auer;;1;box;
B6B8960B-1903-491A-84A3-129F46871979;EF8783F5-A60C-43BA-9BD9-B163042CCC6B;13;Flashlight, 29cm, waterproof;4044633118530;2;pcs;
B6B8960B-1903-491A-84A3-129F46871979;88B484C8-95CD-4E6C-5440-146C5D449415;14;Battery, D-cell, rechargeable, 2pc;4008496550777;6;pcs;
B6B8960B-1903-491A-84A3-129F46871979;2D7F9AC3-2799-4964-7CFB-881FF7F524BF;15;Infrared thermometer, TFA;4009816028587;1;pcs;
B6B8960B-1903-491A-84A3-129F46871979;4EF6FA13-301D-4A70-9F3A-A6451190A8A3;16;Self-reparing tape, 19mm x 3m, Boldt, Power Pib Tape;4010515001320;2;pcs;
B6B8960B-1903-491A-84A3-129F46871979;0BF299F3-B917-4F78-934D-7770FDD29FCF;17;Shovel;;2;pcs;
B6B8960B-1903-491A-84A3-129F46871979;33DC18CD-7EC2-4361-5556-3A738D82DD2A;2;Hammer, 1,7 kg;;7;pcs;
B6B8960B-1903-491A-84A3-129F46871979;1324A7D4-137E-43B9-7D05-F768007BBE17;3;Hammer, 3,3 kg;;7;pcs;
B6B8960B-1903-491A-84A3-129F46871979;82CCC461-3B90-4B89-9AF5-2ABF10CEA43F;4;Peg extractor;;7;pcs;
B6B8960B-1903-491A-84A3-129F46871979;6F7CB659-2CFE-4629-755A-72C6FD68EABB;5;Tarpaulin, 4x5m, green;;5;pcs;
B6B8960B-1903-491A-84A3-129F46871979;467D29C5-3792-4BC3-58CE-9CCC0DAB8C5F;6;Spade;;2;pcs;
B6B8960B-1903-491A-84A3-129F46871979;DB5E921D-A82C-492B-9BAA-4663BD76F215;7;Tape, grey, 3cm x 33m;;2;pcs;
B6B8960B-1903-491A-84A3-129F46871979;E8CA152F-447A-4EC6-99F1-3AD8D437F7EC;8;Rags;;1;kg;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;351C6AA9-E724-4C97-86D2-A1E3B1BDF620;1;Aluminium box, 60x39x41cm;;1;box;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;A3D379DA-3A29-4774-796F-3F4FA8C36806;10;Drinking bottle, plastic, Flip Top;;1;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;25E9A019-0D23-461D-52E3-45079E0EB6AF;11;Mug, metal, 0,3l, Fritz Berger;;1;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;B97C04CB-29F3-43A3-8A1A-C81C71BBF8F5;12;Toilette paper;;1;roll;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;36D798B9-B22F-4B47-9194-46F68F18DD21;13;Safety cap, red;;1;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;73FB216A-A01F-4DD7-9FEB-FC5800FEF5EF;14;Mosquito dome, green, MilTec;;1;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;18481A10-9E33-4513-7DA1-C546EA8B213B;15;Whistle;;1;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;3516C258-F57F-4082-97E9-B0DB57D8B70E;16;Cloth hanger;;2;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;0586EBAC-128F-4437-91AB-B4F6B56897CA;18;Cargo pants, size S;;1;pcs;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;E6D9D58B-ADF1-493A-5D44-280A22F96E7A;19;Elastic band, for pants;;1;pair;
B6BF673F-EB3B-452C-5BE2-C993873DC5D5;791C4F34-451A-4AE4-8653-E531290FFCFE;2;First aid kit ;;1;set;
